Mã quy tắc (rule_code),Hoạt chất A (generic_a),Hoạt chất B (generic_b),Mức độ (severity),Mức độ gốc (nhic_severity_raw),Hậu quả lâm sàng (clinical_effect),Cơ chế (mechanism),Khuyến cáo xử trí (recommendation),NHIC UID
DDI-NHIC-ERITROMI-SIMVASTA-097,erythromycin,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Erythromycin ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,"Chống chỉ định phối hợp.
Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn:
- Trong trường hợp bắt buộc sử dụng kháng sinh macrolid, thay erythromycin bằng azithromycin HOẶC
- Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng các dẫn chất statin khác (thận trọng khi phối hợp với pravastatin).",8D14F2D1-6324-4DA5-A03F-4A2724EC361D
DDI-NHIC-ERITROMI-IVABRADI-098,erythromycin,ivabradin,high,Chống chỉ định,"Tăng nồng độ ivabradin trong huyết thanh, tăng nguy cơ kéo dài khoảng QT và chậm nhịp tim",Erythromycin ức chế CYP3A4 mạnh làm giảm chuyển hóa của ivabradin,"Chống chỉ định phối hợp.
Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn: Trong trường hợp bắt buộc sử dụng kháng sinh macrolid, thay erythromycin bằng azithromycin.",489B3E28-9232-4186-95A0-2AA3F21E7DA1
DDI-NHIC-ERGOVORI-ERITROMI-099,ergovorin,erythromycin,high,Chống chỉ định,"Tăng nồng độ của ergovorin trong huyết thanh, tăng nguy cơ độc tính (nôn, buồn nôn, hoại tử đầu chi, thiếu máu cục bộ do co thắt mạch…)",Erythromycin ức chế CYP3A4 mạnh làm giảm chuyển hóa của ergovorin,Chống chỉ định phối hợp,22420B2A-EE8F-437A-8F35-3C2D7B91A1D9
DDI-NHIC-ETODOLAC-KETOROLA-100,etodolac,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,B9097352-E3E2-4EA2-AF26-763634E3CE75
DDI-NHIC-ETORICOC-KETOROLA-101,etoricoxib,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,CCAA0003-7D26-4D76-8E6F-5139DAA196E1
DDI-NHIC-DARUNAVI-FELODIPI-102,darunavir/ritonavir,felodipin,high,Chống chỉ định,"Tăng nồng độ felodipin, tăng nguy cơ hạ huyết áp nghiêm trọng",Darunavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của felodipin,Chống chỉ định phối hợp,71877610-5B55-418B-93DA-F19E6294CC7E
DDI-NHIC-FELODIPI-LOPINAVI-103,felodipin,lopinavir/ritonavir,high,Chống chỉ định,"Tăng nồng độ felodipin, tăng nguy cơ hạ huyết áp nghiêm trọng",Lopinavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của felodipin,Chống chỉ định phối hợp,64FDFAB4-1A6C-426C-9451-560A5BE215CC
DDI-NHIC-FELODIPI-ITRACONA-104,felodipin,itraconazol,high,Chống chỉ định,"Tăng nồng độ felodipin, tăng nguy cơ hạ huyết áp nghiêm trọng",Itraconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của felodipin,"Chống chỉ định phối hợp.
1. Chỉ bắt đầu sử dụng felodipin sau khi ngừng itraconazol ít nhất 2 tuần HOẶC
2. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn: Trong trường hợp bắt buộc sử dụng thuốc kháng nấm azol, thay itraconazol bằng fluconazol (nhưng tránh dùng liều cao, có tác dụng ức chế mạnh CYP3A4).",F6836BC9-F999-4ABE-9002-A717CF4BD76A
DDI-NHIC-FENTANIL-LINEZOLI-105,fentanyl,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và fentanyl. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. Trong trường hợp bắt buộc sử dụng opioid, có th��� đổi sang các opiod khác không có hoạt tính ức chế thu hồi serotonin (morphin, codein, oxycodon, buprenorphin)
2. Trong hợp không thể trì hoãn điều trị được 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",74FFBDB9-D6DC-4EB2-8392-B98DD086B3C6
DDI-NHIC-FLUOCSET-LINEZOLI-106,fluoxetin,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và fluoxetin. Tốt nhất các thuốc này nên sử dụng cách nhau 5 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. 
2. Trong hợp không thể trì hoãn điều trị được 5 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",D1E23B36-2BD8-462E-BFAD-38BD04D747BC
DDI-NHIC-CITALOPR-HALOPERI-107,citalopram,haloperidol,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",22705219-7902-475E-993F-AFD5269FEF5E
DDI-NHIC-ESCITALO-HALOPERI-108,escitalopram,haloperidol,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",2D2581FC-D84B-477E-A781-ACFE5B86BAF3
DDI-NHIC-FLUCONAZ-HALOPERI-109,fluconazol,haloperidol,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",36F9101A-B411-408B-AD8E-EE7D8BE45F44
DDI-NHIC-HALOPERI-MOCSIFLO-110,haloperidol,moxifloxacin,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",74E2F6ED-43C7-4B6F-AC91-878A0CF8A3AB
DDI-NHIC-HALOPERI-LEVOFLOC-111,haloperidol,levofloxacin,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",FF99529E-00BC-4F40-A324-C7782B6E419C
DDI-NHIC-HIOSCINB-KALICLOR-112,hyoscin butylbromid,kali clorid,high,Chống chỉ định có điều kiện,Tăng nguy cơ loét tiêu hóa,"Hyoscin butylbromid kháng cholinergic gây tồn lưu hoặc làm tăng thời gian kali qua đường tiêu hóa khi sử dụng đường uống, gây loét đường tiêu hóa","1. Tốt nhất nên tránh phối hợp, đặc biệt ở người cao tuổi. Cân nhắc chuyển sang sử dụng kali đường tĩnh mạch.
2. Trong trường hợp bắt buộc sử dụng đồng thời, cân nhắc một số khuyến cáo sau giúp giảm nguy cơ loét tiêu hóa: (1) uống ít nhất 100 mL nước sau khi uống kali, (2) ngồi hoặc đứng thẳng trong ít nhất 5 - 10 phút sau khi uống thuốc. 
Lưu ý: tương tác xảy ra với kali clorid dạng uống giải phóng kéo dài.",D292176A-D166-4B29-95C3-F4E4CF75958D
DDI-NHIC-IBUPROFE-KETOROLA-113,ibuprofen,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,556CFF81-34BD-44B4-B0DC-F31718F810D7
DDI-NHIC-IOPROMID-METFORMI-114,iopromid,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",7E6647DC-386F-4FA2-8637-53F1C1CAD822
DDI-NHIC-ALISKIRE-IRBESART-115,aliskiren,irbesartan,high,Chống chỉ định có điều kiện,"Tăng nguy cơ tăng kali máu, suy thận và hạ huyết áp",Hiệp đồng tăng tác dụng,"1. Chống chỉ định ở bệnh nhân đái tháo đường hoặc suy thận (MLCT < 60 ml/ph/1,73 m²).
2. Ở các đối tượng khác, cũng nên tránh phối hợp này. Trong trường hợp bắt buộc phối hợp, theo dõi chặt chẽ kali, creatinin và huyết áp của bệnh nhân.",A0347F3A-C1E9-423F-B4CC-91F88BE520A6
DDI-NHIC-ISOTRETI-TETRACIC-116,isotretinoin,tetracyclin,high,Chống chỉ định,"Tăng nguy cơ tăng áp nội sọ lành tính (phù gai thị, đau đầu, buồn nôn và nôn, và rối loạn thị giác)",Hiệp đồng tăng độc tính,Chống chỉ định phối hợp,85563618-6EAC-4EF7-95D8-FFDE76372C47
DDI-NHIC-DABIGATR-ITRACONA-117,dabigatran,itraconazol,high,Chống chỉ định,"Tăng nồng độ dabigatran trong huyết thanh, tăng nguy cơ xuất huyết",Itraconazol ức chế  P-gp làm giảm thải trừ dabigatran khỏi cơ thể,Chống chỉ định phối hợp,9B84AF6C-FD61-41C5-870C-0EE7A09D7DA6
DDI-NHIC-ERGOTAMI-ITRACONA-118,ergotamin,itraconazol,high,Chống chỉ định,"Tăng nồng độ của ergotamin trong huyết thanh, tăng nguy cơ độc tính (nôn, buồn nôn, hoại tử đầu chi, thiếu máu cục bộ do co thắt mạch…)",Itraconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của ergotamin,Chống chỉ định phối hợp,B4DCF5B9-B4E8-44C0-8B52-FD5DD1F8BCDC
DDI-NHIC-EVEROLIM-ITRACONA-119,everolimus,itraconazol,high,Chống chỉ định,"Tăng nồng độ everolimus trong huyết thanh, tăng tác dụng bất lợi liên quan đến ức chế miễn dịch","Itraconazol ức chế mạnh CP3A4 làm giảm chuyển hóa  của everolimus ở gan, đồng thời, ức chế P-gp làm giảm thải trừ everolimus khỏi cơ thể.",Chống chỉ định phối hợp,46FCCBC6-4AE5-4F14-907C-921676D76810
DDI-NHIC-IRINOTEC-ITRACONA-120,irinotecan,itraconazol,high,Chống chỉ định,"Tăng nồng độ của chất chuyển hóa có hoạt tính của irinotecan trong huyết thanh, tăng nguy cơ tác dụng không mong muốn (tiêu chảy, giảm bạch cầu trung tính...)",Itraconazol ức chế CYP3A4 và ức chế UGT1A1 (enzym xúc tác phản ứng glucuronid hóa) làm giảm chuyển hóa của SN-38 (chất chuyển hóa có hoạt tính của irinotecan),Chống chỉ định phối hợp. Chỉ bắt đầu sử dụng irinotecan sau khi ngừng itraconazol ít nhất 2 tuần.,ABBB078B-C72B-4FAC-9F4D-4CB38AC66860
DDI-NHIC-ITRACONA-LOVASTAT-121,itraconazol,lovastatin,high,Chống chỉ định,"Tăng nồng độ của lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Itraconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của lovastatin,"Chống chỉ định phối hợp.
1. Chỉ bắt đầu sử dụng lovastatin sau khi ngừng itraconazol ít nhất 2 tuần HOẶC
2. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn:
- Trong trường hợp bắt buộc sử dụng thuốc kháng nấm azol, thay itraconazol bằng fluconazol (nhưng tránh dùng liều cao, có tác dụng ức chế mạnh CYP3A4) HOẶC
- Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay lovastatin bằng các dẫn chất statin khác (ngoại trừ simvastatin), thận trọng khi phối hợp với atorvastatin.",0B8A8B92-871A-4250-AD61-A784A78F2798
DDI-NHIC-ITRACONA-SIMVASTA-122,itraconazol,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Itraconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,"Chống chỉ định phối hợp.
1. Chỉ bắt đầu sử dụng lovastatin sau khi ngừng itraconazol ít nhất 2 tuần HOẶC
2. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn:
- Trong trường hợp bắt buộc sử dụng thuốc kháng nấm azol, thay itraconazol bằng fluconazol (nhưng tránh dùng liều cao, có tác dụng ức chế mạnh CYP3A4) HOẶC
- Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng các dẫn chất statin khác (ngoại trừ lovastatin), thận trọng khi phối hợp với atorvastatin.",60327600-81FF-4F11-8BA3-CC74E64E53D4
DDI-NHIC-ITRACONA-IVABRADI-123,itraconazol,ivabradin,high,Chống chỉ định,"Tăng nồng độ ivabradin trong huyết thanh, tăng nguy cơ kéo dài khoảng QT và chậm nhịp tim",Itraconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của ivabradin,"Chống chỉ định phối hợp.
Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn: Trong trường hợp bắt buộc sử dụng thuốc kháng nấm azol, thay itraconazol bằng fluconazol (nhưng tránh dùng liều cao, có tác dụng ức chế mạnh CYP3A4).",113AC84D-32EB-420E-A2B7-2527A7819B2A
DDI-NHIC-ITRACONA-TICAGREL-124,itraconazol,ticagrelor,high,Chống chỉ định,"Tăng nồng độ của ticagrelor trong huyết thanh, tăng nguy cơ xuất huyết",Itraconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của ticagrelor,"Chống chỉ định phối hợp.
1. Chỉ bắt đầu sử dụng ticagrelor sau khi ngừng itraconazol ít nhất 2 tuần HOẶC
2. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn: Trong trường hợp bắt buộc sử dụng thuốc kháng nấm azol, thay itraconazol bằng fluconazol (nhưng tránh dùng liều cao, có tác dụng ức chế mạnh CYP3A4).",5F961726-62E0-4D97-A22E-865D8DF65C51
DDI-NHIC-ERGOVORI-ITRACONA-125,ergovorin,itraconazol,high,Chống chỉ định,"Tăng nồng độ của ergovorin trong huyết thanh, tăng nguy cơ độc tính (nôn, buồn nôn, hoại tử đầu chi, thiếu máu cục bộ do co thắt mạch…)",Itraconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của ergovorin,Chống chỉ định phối hợp,59E97E07-8DF7-4996-AE4C-801676070335
DDI-NHIC-BOCEPREV-IVABRADI-126,boceprevir,ivabradin,high,Chống chỉ định,"Tăng nồng độ ivabradin trong huyết thanh, tăng nguy cơ kéo dài khoảng QT và chậm nhịp tim",Boceprevir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ivabradin,Chống chỉ định phối hợp,345E72CE-1D71-41C6-94C2-75D77B9A8C9B
DDI-NHIC-DARUNAVI-IVABRADI-127,darunavir/ritonavir,ivabradin,high,Chống chỉ định,"Tăng nồng độ ivabradin trong huyết thanh, tăng nguy cơ kéo dài khoảng QT và chậm nhịp tim",Darunavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ivabradin,Chống chỉ định phối hợp,428CDF89-4545-402E-91AA-D5E2F63CC83B
DDI-NHIC-INDINAVI-IVABRADI-128,indinavir,ivabradin,high,Chống chỉ định,"Tăng nồng độ ivabradin trong huyết thanh, tăng nguy cơ kéo dài khoảng QT và chậm nhịp tim",Indinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ivabradin,Chống chỉ định phối hợp,0F85B5DC-BBD5-49B8-824C-45643A7BA572
DDI-NHIC-IVABRADI-LOPINAVI-129,ivabradin,lopinavir/ritonavir,high,Chống chỉ định,"Tăng nồng độ ivabradin trong huyết thanh, tăng nguy cơ kéo dài khoảng QT và chậm nhịp tim",Lopinavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ivabradin,Chống chỉ định phối hợp,182B9DCC-9FD7-49F0-AEEB-A4282CD32063
DDI-NHIC-IVABRADI-VERAPAMI-130,ivabradin,verapamil,high,Chống chỉ định,"Tăng nồng độ ivabradin trong huyết thanh, tăng nguy cơ kéo dài khoảng QT và chậm nhịp tim",Verapamil ức chế CYP3A4 làm giảm chuyển hóa của ivabradin và hiệp đồng tác dụng làm chậm nhịp tim của ivabradin,Chống chỉ định phối hợp,AB7E6C76-136E-4305-A2D7-E9943AEF7918
DDI-NHIC-INDINAVI-IVABRADI-131,indinavir/ritonavir,ivabradin,high,Chống chỉ định,"Tăng nồng độ ivabradin trong huyết thanh, tăng nguy cơ kéo dài khoảng QT và chậm nhịp tim",Indinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ivabradin,Chống chỉ định phối hợp,D9A7AB2A-BE79-4B66-AF77-7E97A03767D7
DDI-NHIC-CLIDINIU-KALICLOR-132,clidinium,kali clorid,high,Chống chỉ định có điều kiện,Tăng nguy cơ loét tiêu hóa,"Clidinium kháng cholinergic gây tồn lưu hoặc làm tăng thời gian kali qua đường tiêu hóa khi sử dụng đường uống, gây loét đường tiêu hóa","1. Tốt nhất nên tránh phối hợp, đặc biệt ở người cao tuổi. Cân nhắc chuyển sang sử dụng kali đường tĩnh mạch.
2. Trong trường hợp bắt buộc sử dụng đồng thời, cân nhắc một số khuyến cáo sau giúp giảm nguy cơ loét tiêu hóa: (1) uống ít nhất 100 mL nước sau khi uống kali, (2) ngồi hoặc đứng thẳng trong ít nhất 5 - 10 phút sau khi uống thuốc.
Lưu ý: tương tác xảy ra với kali clorid dạng uống giải phóng kéo dài.",0B1252E6-B38E-49DE-948C-9AA942583337
DDI-NHIC-DICICLOV-KALICLOR-133,dicycloverin,kali clorid,high,Chống chỉ định có điều kiện,Tăng nguy cơ loét đường tiêu hóa,"Dicycloverin kháng cholinergic gây tồn lưu hoặc làm tăng thời gian kali qua đường tiêu hóa khi sử dụng đường uống, gây loét đường tiêu hóa","1. Tốt nhất nên tránh phối hợp, đặc biệt ở người cao tuổi. Cân nhắc chuyển sang sử dụng kali đường tĩnh mạch.
2. Trong trường hợp bắt buộc sử dụng đồng thời, cân nhắc một số khuyến cáo sau giúp giảm nguy cơ loét tiêu hóa: (1) uống ít nhất 100 mL nước sau khi uống kali, (2) ngồi hoặc đứng thẳng trong ít nhất 5 - 10 phút sau khi uống thuốc. 
Lưu ý: tương tác xảy ra với kali clorid dạng uống giải phóng kéo dài.",C61D0426-88C3-4CDD-9BAA-666A209E0C43
DDI-NHIC-HIOSCIAM-KALICLOR-134,hyoscyamin,kali clorid,high,Chống chỉ định có điều kiện,Tăng nguy cơ loét tiêu hóa,"Hyoscyamin kháng cholinergic gây tồn lưu hoặc làm tăng thời gian kali qua đường tiêu hóa khi sử dụng đường uống, gây loét đường tiêu hóa","1. Tốt nhất nên tránh phối hợp, đặc biệt ở người cao tuổi. Cân nhắc chuyển sang sử dụng kali đường tĩnh mạch.
2. Trong trường hợp bắt buộc sử dụng đồng thời, cân nhắc một số khuyến cáo sau giúp giảm nguy cơ loét tiêu hóa: (1) uống ít nhất 100 mL nước sau khi uống kali, (2) ngồi hoặc đứng thẳng trong ít nhất 5 - 10 phút sau khi uống thuốc. 
Lưu ý: tương tác xảy ra với kali clorid dạng uống giải phóng kéo dài.",FB701ABF-3E57-46F2-BDDB-B4A27E03C98C
DDI-NHIC-KALICLOR-TRIHECSI-135,kali clorid,trihexyphenidyl,high,Chống chỉ định có điều kiện,Tăng nguy cơ loét tiêu hóa,"Trihexyphenidyl kháng cholinergic gây tồn lưu hoặc làm tăng thời gian kali qua đường tiêu hóa khi sử dụng đường uống, gây loét đường tiêu hóa","1. Tốt nhất nên tránh phối hợp, đặc biệt ở người cao tuổi. Cân nhắc chuyển sang sử dụng kali đường tĩnh mạch.
2. Trong trường hợp bắt buộc sử dụng đồng thời, cân nhắc một số khuyến cáo sau giúp giảm nguy cơ loét tiêu hóa: (1) uống ít nhất 100 mL nước sau khi uống kali, (2) ngồi hoặc đứng thẳng trong ít nhất 5 - 10 phút sau khi uống thuốc.
Lưu ý: tương tác xảy ra với kali clorid dạng uống giải phóng kéo dài.",4F9A3EEC-AD05-4236-BC28-B0D582F458CA
DDI-NHIC-DICICLOM-KALICLOR-136,dicyclomin,kali clorid,high,Chống chỉ định có điều kiện,Tăng nguy cơ loét đường tiêu hóa,"Dicyclomin kháng cholinergic gây tồn lưu hoặc làm tăng thời gian kali qua đường tiêu hóa khi sử dụng đường uống, gây loét đường tiêu hóa","1. Tốt nhất nên tránh phối hợp, đặc biệt ở người cao tuổi. Cân nhắc chuyển sang sử dụng kali đường tĩnh mạch.
2. Trong trường hợp bắt buộc sử dụng đồng thời, cân nhắc một số khuyến cáo sau giúp giảm nguy cơ loét tiêu hóa: (1) uống ít nhất 100 mL nước sau khi uống kali, (2) ngồi hoặc đứng thẳng trong ít nhất 5 - 10 phút sau khi uống thuốc. 
Lưu ý: tương tác xảy ra với kali clorid dạng uống giải phóng kéo dài.",5A970E40-7117-40B9-B40E-2EFA4C5B78DA
DDI-NHIC-SCOPOLAM-KALICLOR-137,scopolamin hydrobromid,kali clorid,high,Chống chỉ định có điều kiện,Tăng nguy cơ loét tiêu hóa,"Scopolamin hydrobromid kháng cholinergic gây tồn lưu hoặc làm tăng thời gian kali qua đường tiêu hóa khi sử dụng đường uống, gây loét đường tiêu hóa","1. Tốt nhất nên tránh phối hợp, đặc biệt ở người cao tuổi. Cân nhắc chuyển sang sử dụng kali đường tĩnh mạch.
2. Trong trường hợp bắt buộc sử dụng đồng thời, cân nhắc một số khuyến cáo sau giúp giảm nguy cơ loét tiêu hóa: (1) uống ít nhất 100 mL nước sau khi uống kali, (2) ngồi hoặc đứng thẳng trong ít nhất 5 - 10 phút sau khi uống thuốc. 
Lưu ý: tương tác xảy ra với kali clorid dạng uống giải phóng kéo dài.",0E70342D-4DE2-421F-AFA3-AA7FF2FBD560
